,0,1
0,Typhoon (JMA),Typhoon (JMA)
1,Category 2 typhoon (SSHWS),Category 2 typhoon (SSHWS)
2,,
3,Duration,August 21 – August 25
4,Peak intensity,140 km/h (85 mph) (10-min); 970 hPa (mbar)
